Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Cost (Singular),Original Price,OrderDate,ShipDate,Product cat,Product Subcat,ProductID
CA-2019-105725,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Long Beach,California,90805,West,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,35.544,1,0.2,-0.888600000000002,36.4326,44.43,2019-02-18,2019-02-24,FUR,TA,10001676
CA-2021-164364,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Seattle,Washington,98115,West,OFF-LA-10004853,Office Supplies,Labels,Avery 483,9.96,2,0.0,4.5816,2.6892,4.98,2021-11-12,2021-11-16,OFF,LA,10004853
CA-2021-164364,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Seattle,Washington,98115,West,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,3,0.0,2.3025,2.3025,3.07,2021-11-12,2021-11-16,OFF,AR,10000315
CA-2021-164364,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Seattle,Washington,98115,West,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0.0,8.099699999999999,6.6101,9.31,2021-11-12,2021-11-16,OFF,SU,10000381
CA-2021-168123,Same Day,JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,7.9,2,0.0,2.528,2.686,3.95,2021-03-05,2021-03-05,OFF,FA,10002763
CA-2021-168123,Same Day,JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,221.16,4,0.0,57.5016,40.9146,55.29,2021-03-05,2021-03-05,OFF,ST,10000877
CA-2021-168123,Same Day,JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,127.96,2,0.0,62.7004,32.6298,63.98,2021-03-05,2021-03-05,OFF,BI,10001071
CA-2021-168123,Same Day,JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,18.69,3,0.0,9.1581,3.1773,6.23,2021-03-05,2021-03-05,OFF,BI,10001097
CA-2020-120005,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,94110,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",25.35,3,0.0,7.604999999999997,5.915,8.449999999999998,2020-03-03,2020-03-03,OFF,SU,10004782
CA-2020-120005,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,0.0,11.9952,7.761599999999999,11.76,2020-03-03,2020-03-03,FUR,FU,10000672
CA-2020-123526,First Class,BV-11245,Benjamin Venier,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,33.4,5,0.0,16.032,3.4736,6.68,2020-12-24,2020-12-25,OFF,PA,10002986
CA-2020-127649,First Class,DL-13495,Dionis Lloyd,Corporate,United States,Spokane,Washington,99207,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,837.5999999999998,3,0.2,62.82000000000005,258.26,349.0,2020-10-07,2020-10-09,TEC,MA,10001972
CA-2020-159989,Standard Class,EB-13870,Emily Burns,Consumer,United States,Franklin,Tennessee,37064,South,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,3,0.2,-9.153000000000004,16.611,16.95,2020-12-09,2020-12-13,TEC,PH,10000169
CA-2021-103499,Standard Class,ES-14020,Erica Smith,Consumer,United States,Jackson,Tennessee,38301,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,209.568,2,0.2,-23.57640000000001,116.5722,130.98,2021-11-20,2021-11-24,FUR,CH,10001482
US-2019-167220,Standard Class,JB-15925,Joni Blumstein,Consumer,United States,Austin,Texas,78745,Central,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,22.368,4,0.2,6.430800000000001,3.9843,6.99,2019-12-12,2019-12-16,TEC,AC,10002018
CA-2021-126354,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Pembroke Pines,Florida,33024,South,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,3.882000000000001,2,0.6999999999999998,-2.588,3.235,6.47,2021-02-03,2021-02-08,OFF,BI,10000301
CA-2021-126354,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Pembroke Pines,Florida,33024,South,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,115.296,3,0.2,40.35359999999999,24.9808,48.04,2021-02-03,2021-02-08,OFF,PA,10004381
CA-2021-169817,Standard Class,EB-13870,Emily Burns,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.908,2,0.6999999999999998,-1.5264,1.7172,3.18,2021-09-21,2021-09-25,OFF,BI,10004141
US-2021-144582,Standard Class,TC-21475,Tony Chapman,Home Office,United States,Danville,Illinois,61832,Central,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,43.37199999999999,7,0.8,-69.39520000000003,16.1096,30.98,2021-04-30,2021-05-05,OFF,BI,10001575
CA-2018-121573,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,783.96,4,0.0,219.5088000000001,141.1128,195.99,2018-11-03,2018-11-07,TEC,PH,10000984
CA-2018-121573,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,48.896,2,0.2,18.336,15.28,30.56,2018-11-03,2018-11-07,OFF,BI,10000666
CA-2018-121573,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",7.856,2,0.2,2.847799999999999,2.5041,4.91,2018-11-03,2018-11-07,OFF,BI,10003712
CA-2020-117660,Standard Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,OFF-LA-10003720,Office Supplies,Labels,Avery 487,5.904,2,0.2,1.9926,1.9557,3.69,2020-12-30,2021-01-04,OFF,LA,10003720
CA-2020-117660,Standard Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,13.712,2,0.2,1.0284,6.3418,8.57,2020-12-30,2021-01-04,OFF,SU,10001664
CA-2018-112851,Standard Class,NR-18550,Nick Radford,Consumer,United States,Chula Vista,California,91911,West,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",182.94,3,0.0,85.98179999999998,32.3194,60.98,2018-09-17,2018-09-21,OFF,EN,10001453
CA-2021-123701,First Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,94110,West,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,27.76,4,0.0,9.9936,4.4416,6.94,2021-11-24,2021-11-27,OFF,AR,10001860
CA-2019-118227,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,New York City,New York,10009,East,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,1,0.0,7.5371,18.4529,25.99,2019-04-24,2019-04-28,OFF,AR,10001044
CA-2019-123155,First Class,NS-18640,Noel Staavos,Corporate,United States,San Antonio,Texas,78207,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,113.52,5,0.2,29.799,16.7442,28.38,2019-03-09,2019-03-12,TEC,AC,10002473
CA-2019-123155,First Class,NS-18640,Noel Staavos,Corporate,United States,San Antonio,Texas,78207,Central,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,359.88,3,0.2,22.49249999999999,112.4625,149.95,2019-03-09,2019-03-12,TEC,PH,10001809
CA-2021-158883,Same Day,CS-11860,Cari Schnelling,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,25.344,4,0.2,9.1872,4.0392,7.92,2021-06-02,2021-06-03,OFF,PA,10004733
US-2020-114888,Second Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94109,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,11.952,3,0.2,4.1832,2.5896,4.98,2020-09-19,2020-09-24,OFF,BI,10003355
US-2020-114888,Second Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94109,West,OFF-SU-10001212,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,6.24,3,0.0,1.872,1.456,2.08,2020-09-19,2020-09-24,OFF,SU,10001212
US-2018-167262,Second Class,AC-10450,Amy Cox,Consumer,United States,Avondale,Arizona,85323,West,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,742.336,8,0.2,83.5127999999999,82.3529,115.99,2018-10-31,2018-11-03,TEC,PH,10000486
CA-2021-119746,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,6.464,1,0.5999999999999999,-4.040000000000001,10.504,16.16,2021-11-23,2021-11-27,FUR,FU,10004909
CA-2021-119746,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Chicago,Illinois,60610,Central,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,11.52,5,0.2,4.176,1.4688,2.88,2021-11-23,2021-11-27,OFF,LA,10001613
CA-2021-119746,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,222.384,2,0.2,16.6788,102.8526,138.99,2021-11-23,2021-11-27,TEC,PH,10004447
CA-2021-108091,Standard Class,EK-13795,Eileen Kiefer,Home Office,United States,Escondido,California,92025,West,OFF-AR-10000255,Office Supplies,Art,Newell 328,23.36,4,0.0,6.073599999999999,4.3216,5.84,2021-11-16,2021-11-21,OFF,AR,10000255
CA-2020-101630,Second Class,CK-12760,Cyma Kinney,Corporate,United States,Long Beach,New York,11561,East,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,8.67,3,0.0,4.0749,1.5317,2.89,2020-02-19,2020-02-23,OFF,LA,10004425
CA-2020-101630,Second Class,CK-12760,Cyma Kinney,Corporate,United States,Long Beach,New York,11561,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,25.71,3,0.0,6.684600000000001,6.3418,8.57,2020-02-19,2020-02-23,OFF,SU,10001664
CA-2021-132346,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Newark,Delaware,19711,East,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,100.94,7,0.0,33.31019999999999,9.6614,14.42,2021-11-07,2021-11-11,OFF,AP,10000696
CA-2018-150301,First Class,MH-18025,Michelle Huthwaite,Consumer,United States,Buffalo,New York,14215,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",63.882000000000005,1,0.1,10.647,53.235,70.98,2018-07-08,2018-07-10,FUR,CH,10002647
CA-2018-159310,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",683.1439999999999,4,0.2999999999999999,0.0,170.786,243.98,2018-11-07,2018-11-12,FUR,CH,10002758
CA-2018-159310,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",1.476,3,0.8,-2.214,1.23,2.46,2018-11-07,2018-11-12,OFF,BI,10000201
CA-2018-159310,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,40.712,7,0.2,3.562300000000002,5.3071,7.269999999999999,2018-11-07,2018-11-12,OFF,SU,10004115
US-2021-147984,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Wichita,Kansas,67212,Central,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,279.9,5,0.0,137.151,28.5498,55.98,2021-01-28,2021-02-01,OFF,PA,10000806
CA-2019-104346,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-AR-10001473,Office Supplies,Art,Newell 313,13.12,5,0.2,1.148000000000001,2.3944,3.28,2019-12-11,2019-12-16,OFF,AR,10001473
CA-2019-104346,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",69.57600000000001,4,0.6999999999999998,-143.7904,53.3416,57.98,2019-12-11,2019-12-16,FUR,BO,10003450
CA-2019-104346,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-AR-10001545,Office Supplies,Art,Newell 326,4.224,3,0.2,0.4751999999999997,1.2496,1.76,2019-12-11,2019-12-16,OFF,AR,10001545
CA-2019-104346,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,58.08,4,0.2,-6.533999999999995,16.1535,18.15,2019-12-11,2019-12-16,TEC,AC,10004396
CA-2019-104346,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",52.416,9,0.2,15.06960000000001,4.1496,7.28,2019-12-11,2019-12-16,FUR,FU,10002456
CA-2019-104346,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10001473A,Furniture,Furnishings,DAX Wood Document Frame,54.92000000000001,5,0.2,10.984,8.7872,13.73,2019-12-11,2019-12-16,FUR,FU,10001473A
CA-2019-104346,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,364.95,5,0.5,-248.1659999999999,122.6232,145.98,2019-12-11,2019-12-16,FUR,TA,10000849
CA-2019-104346,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-PA-10001166B,Office Supplies,Paper,Xerox 1932,85.05599999999998,3,0.2,28.70639999999999,18.7832,35.44,2019-12-11,2019-12-16,OFF,PA,10001166B
CA-2019-104346,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,27.696,3,0.2,9.693599999999996,6.0008,11.54,2019-12-11,2019-12-16,OFF,PA,10003256
US-2019-141684,Standard Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10011,East,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",24.96,4,0.0,11.232,3.432,6.24,2019-06-29,2019-07-04,OFF,PA,10002870
CA-2019-144722,Standard Class,MF-18250,Monica Federle,Corporate,United States,Los Angeles,California,90036,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",43.13,1,0.0,18.1146,25.0154,43.13,2019-03-16,2019-03-23,FUR,FU,10001215
CA-2019-120516,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Marietta,Georgia,30062,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,5.64,3,0.0,2.707199999999999,0.9776,1.88,2019-08-13,2019-08-17,OFF,BI,10004187
US-2020-148901,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,57.58200000000001,3,0.6999999999999998,-44.14619999999998,33.9094,63.98,2020-05-14,2020-05-19,OFF,BI,10001718
US-2020-148901,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,31.10400000000001,6,0.2,10.8864,3.3696,6.48,2020-05-14,2020-05-19,OFF,PA,10004983
US-2020-148901,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",30.192,3,0.2,8.302800000000003,7.2964,12.58,2020-05-14,2020-05-19,FUR,FU,10002396
US-2020-148901,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,5,0.2,4.360000000000001,7.848,10.9,2020-05-14,2020-05-19,TEC,PH,10003988
US-2020-148901,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils,4.768,2,0.2,0.4172000000000005,2.1754,2.98,2020-05-14,2020-05-19,OFF,AR,10002467
US-2020-148901,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,10.38,2,0.6999999999999998,-7.611999999999998,8.996,17.3,2020-05-14,2020-05-19,OFF,BI,10004002
US-2020-148901,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,13.392,8,0.6999999999999998,-9.820799999999998,2.9016,5.58,2020-05-14,2020-05-19,OFF,BI,10002309
CA-2021-136364,Second Class,MH-17455,Mark Hamilton,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,39.593999999999994,1,0.4,-7.258900000000003,46.8529,65.99,2021-07-13,2021-07-17,TEC,PH,10003885
CA-2021-136364,Second Class,MH-17455,Mark Hamilton,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,91.008,9,0.2,19.3392,7.963199999999999,12.64,2021-07-13,2021-07-17,FUR,FU,10002501
CA-2019-137708,Second Class,NG-18430,Nathan Gelder,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,37.94,2,0.0,18.2112,9.8644,18.97,2019-11-22,2019-11-25,OFF,PA,10000176
CA-2019-137708,Second Class,NG-18430,Nathan Gelder,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,42.8,10,0.0,19.26,2.354,4.28,2019-11-22,2019-11-25,OFF,PA,10000327
CA-2019-137708,Second Class,NG-18430,Nathan Gelder,Consumer,United States,Los Angeles,California,90008,West,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",33.63,3,0.0,10.089,7.847,11.21,2019-11-22,2019-11-25,OFF,ST,10004634
CA-2018-149055,Standard Class,PB-19210,Phillip Breyer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,62.80800000000001,3,0.2,21.1977,13.8701,26.17,2018-11-23,2018-11-28,OFF,EN,10003040
CA-2019-151589,First Class,RE-19450,Richard Eichhorn,Consumer,United States,Eau Claire,Wisconsin,54703,Central,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,195.64,4,0.0,91.95079999999999,25.9223,48.91,2019-12-27,2019-12-30,OFF,PA,10003228
CA-2019-151589,First Class,RE-19450,Richard Eichhorn,Consumer,United States,Eau Claire,Wisconsin,54703,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,239.9,2,0.0,71.97,83.965,119.95,2019-12-27,2019-12-30,TEC,PH,10004345
CA-2020-121370,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,380.05799999999994,3,0.2999999999999999,-21.7176,133.9252,180.98,2020-11-14,2020-11-19,FUR,CH,10000785
CA-2020-121370,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,4,0.4,179.9964,254.9949,499.99,2020-11-14,2020-11-19,TEC,CO,10004115
CA-2020-121370,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",48.576,3,0.2,9.715199999999994,12.9536,20.24,2020-11-14,2020-11-19,FUR,FU,10002813
CA-2020-111696,First Class,TB-21625,Trudy Brown,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,17.94,3,0.0,8.073,3.289,5.98,2020-05-08,2020-05-10,OFF,PA,10002751
CA-2018-139598,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",18.264,3,0.2,6.1640999999999995,4.0333,7.61,2018-12-26,2018-12-31,OFF,PA,10004569
CA-2018-139598,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,34.656,2,0.2,5.631599999999997,14.5122,21.66,2018-12-26,2018-12-31,OFF,AP,10002998
CA-2018-139598,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,81.552,2,0.2,8.155199999999997,36.6984,50.97,2018-12-26,2018-12-31,OFF,AP,10003287
CA-2018-139598,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,227.136,4,0.2,-42.58800000000004,67.431,70.98,2018-12-26,2018-12-31,OFF,ST,10001370
CA-2021-117436,Standard Class,LW-17125,Liz Willingham,Consumer,United States,Norwich,Connecticut,6360,East,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,10.36,2,0.0,5.0764,2.6418,5.18,2021-06-08,2021-06-14,OFF,BI,10004040
CA-2019-140025,Standard Class,PF-19120,Peter Fuller,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,463.24799999999993,8,0.8,-1181.2824,205.5663,289.53,2019-04-07,2019-04-11,OFF,AP,10002651
CA-2019-140025,Standard Class,PF-19120,Peter Fuller,Consumer,United States,San Antonio,Texas,78207,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,383.952,6,0.2,47.99399999999997,55.993,79.98999999999998,2019-04-07,2019-04-11,TEC,AC,10002402
CA-2020-134222,Same Day,NZ-18565,Nick Zandusky,Home Office,United States,Yuma,Arizona,85364,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,44.85600000000001,6,0.6999999999999998,-35.88479999999998,13.4568,24.92,2020-07-10,2020-07-11,OFF,BI,10001658
CA-2020-140018,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,TEC-MA-10000752,Technology,Machines,Texas Instrument TI-15 Fraction Calculator,30.34500000000001,7,0.6999999999999998,-24.276,7.803,14.45,2020-11-21,2020-11-26,TEC,MA,10000752
CA-2020-140018,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",127.554,3,0.2999999999999999,-9.110999999999997,45.555,60.74,2020-11-21,2020-11-26,FUR,CH,10003817
CA-2020-140018,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",77.952,3,0.2,15.5904,20.7872,32.48,2020-11-21,2020-11-26,FUR,FU,10001876
US-2021-136707,First Class,JE-15610,Jim Epp,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,14.016,4,0.2,4.9056,2.2776,4.38,2021-11-12,2021-11-15,OFF,BI,10003460
CA-2018-152562,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475,South,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2,0.0,19.4656,25.0272,34.76,2018-11-01,2018-11-08,OFF,ST,10000464
CA-2018-152562,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",5.64,3,0.0,1.6356,1.3348,1.88,2018-11-01,2018-11-08,OFF,AR,10001919
CA-2020-152408,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,New York City,New York,10035,East,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,13.776,3,0.2,4.4772,3.0996,5.74,2020-05-15,2020-05-21,OFF,BI,10002393
CA-2018-120278,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88,6,0.0,68.84639999999999,29.5056,40.98,2018-11-07,2018-11-12,OFF,AP,10001293
CA-2018-120278,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,3,0.0,9.890100000000006,8.913299999999998,12.21,2018-11-07,2018-11-12,OFF,ST,10004258
CA-2018-120278,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2,0.0,5.870799999999999,8.354599999999998,11.29,2018-11-07,2018-11-12,OFF,ST,10002214
CA-2018-120278,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",12.39,3,0.0,5.8233,2.1889,4.13,2018-11-07,2018-11-12,OFF,BI,10004970
